44912	48976	51950
43696	47293	50196
43824	47051	49615
46479	49079	51345
49772	51949	54027
55017	56672	58868
56440	57999	60319
56450	58016	60550
56554	57835	60320
56884	57716	60016
56667	57102	59272
55999	56496	58624
54488	55470	57413
53035	54224	55982
52813	54145	56165
55273	56599	58944
57009	58197	60756
56143	57144	59631
53674	54441	56982
50252	51330	53717
50411	51765	53806
49615	51033	52825
49907	50966	52703
49724	50633	52132
49417	50441	51404
47714	49112	49201
47388	48568	48366
48890	49881	49274
51154	52074	51262
55732	56930	55713
56635	58182	56999
56056	57849	56750
54926	57219	56543
54238	57022	56710
53079	56095	56301
52499	55593	56042
51570	54580	55203
50236	53327	54173
50211	53300	54103
52981	56035	56693
55142	58119	58624
54191	57406	57777
51470	55171	55331
48289	52282	52323
48115	52319	52268
46655	51211	51261
45975	50788	50773
45227	49739	49755
44913	48787	48832
43249	47035	46876
42618	46393	46275
44120	47464	47575
46727	49319	49644
51706	54162	54458
52857	55886	56075
52437	56121	56333
51965	55870	56267
51832	55689	56432
51056	54877	55477
50939	54537	54948
50281	53557	53836
49177	52259	52836
48872	52226	52750
51521	55101	55344
53573	57182	57620
52646	55942	56985
49909	52950	54788
46781	49438	51938
46613	49164	52017
45389	48039	50998
45076	47909	50605
44597	47341	49839
44537	46870	49439
43340	45353	48015
43320	44935	47935
44987	46306	49808
47125	48264	52240
51668	52782	57075
52580	53799	58414
52072	53397	58401
51221	52973	58563
50576	53245	58701
49193	52885	58091
48320	52746	57651
46968	51765	56457
45677	50705	54962
45516	51000	54483
48402	54022	57046
50414	56217	59386
49459	55221	58571
47099	52782	56378
44501	49728	53427
45169	49950	53799
44517	49063	53014
44024	49092	52978
42748	48998	52534
41574	48981	51938
39871	47950	50268
39724	47866	49956
41865	49828	51563
44802	52219	53900
50179	57036	58590
51986	58574	59884
52121	58857	59683
52065	58927	59445
52064	58881	59568
51580	57963	59020
51333	57325	58811
50472	56258	57888
49159	55088	56814
48960	55000	56711
51259	57627	59375
53049	59647	61025
52002	58759	59873
49672	56138	57447
46947	53239	54890
47555	53624	55585
46862	53197	55132
45827	52509	54469
45042	51829	54256
44169	50772	53722
42838	49328	52789
41768	48288	51837
41891	48336	51488
42768	49024	51846
44133	50743	52800
45434	52341	54289
45069	52129	54002
45266	51931	54107
45680	51869	54189
46376	52339	54581
45353	51274	53709
44978	50918	53703
43951	49690	52814
43758	49215	52439
45984	50905	54379
47530	51540	55646
47639	51111	55467
46171	49490	53369
45611	49008	52646
46897	50000	53967
47019	49476	54145
45490	47527	52380
45578	47127	51723
45058	46260	50656
44412	44918	49366
43813	43717	48264
43990	43488	47818
44308	43540	47802
45102	44190	48479
45850	45199	49128
47739	47584	50902
48164	48461	51200
48440	48737	51711
48532	49104	52461
47006	47765	51772
44247	45484	49818
42365	43631	48255
42908	44502	48536
45033	46497	50302
47212	48546	52065
48007	49052	52823
47586	48805	52538
46046	47466	51272
46055	47686	51101
45875	47094	50451
44920	46159	48997
45106	46144	49174
44765	46090	49050
43357	44832	47670
43077	44745	47321
45121	47039	49286
48014	50392	52142
52980	55981	57436
54762	57931	59090
55262	58128	59159
55761	58093	58814
56126	58446	58476
55909	58204	58127
55626	57890	57789
54513	56952	57096
52694	55715	55920
52029	55841	55901
54169	58564	58299
56416	60857	60243
55743	60242	59410
53574	57673	56907
50032	54246	53374
50227	54166	53268
49349	52903	52363
49191	52262	52323
48858	51384	52298
48452	50890	51894
47509	49366	50428
47409	48898	49829
48860	50432	51391
50761	52621	53715
55033	57173	58341
56177	57878	59698
55820	56933	59538
55824	56178	59529
55820	55578	59507
55060	54371	58576
54334	53716	57906
53234	52484	56634
51682	51426	55172
51297	51313	54923
53931	54263	57450
56258	56448	59374
55351	55673	58388
53071	53402	55969
50318	50390	53361
50956	50695	53789
50054	49856	53166
49998	49783	53054
49272	48860	52401
48953	47862	51938
47445	45877	50413
47256	45216	49893
48944	46703	51494
51378	48841	53866
56075	53388	58498
57113	54256	59622
56377	53710	59079
55602	53364	58623
55256	53341	58122
54241	52554	57280
53759	51955	57147
52363	50972	56376
51158	49798	55249
51120	49574	55007
54201	52321	57584
56557	54302	59500
55814	53308	58369
53635	50534	55887
50933	47210	52910
51232	46883	52981
50603	45529	52066
50786	45171	51858
50656	44685	51460
50322	44375	51134
48643	42973	49723
47958	42584	49441
49189	44034	51079
51052	46105	53345
55768	50507	57730
56918	51622	58447
56798	51361	58077
56123	51075	57773
55700	51050	57934
54427	50398	57032
53342	50182	56469
51769	49119	55262
50228	47823	54173
50028	47610	54314
52767	50601	57338
54956	52976	59399
54780	52501	58596
52770	49988	56099
50296	47002	52966
50341	46785	52751
49556	45629	51512
49246	45267	51437
48729	44903	50918
48290	44399	50394
47087	42922	48527
46819	42697	48113
48473	44709	49843
50703	47267	52700
55583	52351	58024
56934	53708	60020
56433	53541	60348
55945	53142	60389
55678	53353	60320
55046	52952	59640
54565	52535	59372
53611	51646	58494
52192	50534	57410
51832	50666	57183
54030	52974	59822
55814	54764	61615
54995	53564	60811
52843	51136	58343
50125	48003	55396
50448	48071	55319
49500	47176	54308
48553	46088	53263
47956	45496	52660
46956	44547	52047
45470	43771	50877
44269	43216	49992
44485	43703	50123
45503	44663	51055
47163	46294	52704
48781	48161	54247
48644	48010	53759
48938	48069	53774
49280	47885	53984
49997	48488	54716
48878	47699	53878
48427	47982	53416
47230	47215	52374
46942	47363	51897
48899	49520	53795
49983	50935	54797
49749	50796	54485
48164	49144	52569
47620	48538	51981
48361	49604	53066
47848	49591	52952
45734	48029	51110
45153	48175	50843
43955	47614	50099
42576	46505	48917
41677	45573	48069
41656	45406	48017
41782	45606	48391
42177	45973	49062
42719	46496	49825
44513	48394	51270
44858	48796	50935
44635	49119	50617
44529	49259	50764
43340	47977	49692
41430	45513	47243
40154	43752	45564
40910	44177	46294
43249	46091	48608
45506	47799	50762
46535	48515	51521
46338	48025	51351
45010	46718	49673
44983	46495	49486
44615	46076	48622
43428	44950	47358
43372	45108	46997
42984	45171	46698
41559	43827	45223
41199	43511	45165
43042	44986	47214
45848	47536	50433
51005	52490	55973
52718	53933	58029
52981	53985	58412
52786	53720	58319
52978	53927	58336
52979	53805	58036
53169	53806	57835
52490	53214	57000
51220	52348	55774
51353	52818	55447
